id,label
664,7
665,0
666,6
667,9
668,0
669,4
670,1
671,8
672,0
673,0
674,7
675,4
676,2
677,6
678,4
679,0
680,4
681,2
682,8
683,3
684,1
685,0
686,2
687,2
688,6
689,5
690,6
691,3
692,7
693,0
694,7
695,5
696,6
697,7
698,5
699,3
700,3
701,2
702,7
703,5
704,6
705,1
706,4
707,5
708,3
709,2
710,2
711,2
712,4
713,7
714,0
715,8
716,4
717,4
718,0
719,5
720,8
721,6
722,5
723,8
724,2
725,8
726,6
727,8
728,1
729,8
730,8
731,2
732,4
733,2
734,7
735,8
736,7
737,7
738,6
739,7
740,5
741,8
742,0
743,2
744,1
745,1
746,3
747,6
748,6
749,7
750,6
751,7
752,4
753,0
754,9
755,5
756,4
757,4
758,9
759,3
760,7
761,9
762,1
763,5
764,8
765,8
766,5
767,0
768,9
769,8
770,5
771,0
772,5
773,8
774,5
775,9
776,0
777,4
778,4
779,4
780,3
781,5
782,3
783,5
784,6
785,7
786,2
787,9
788,9
789,0
790,6
791,7
792,1
793,6
794,7
795,4
796,4
797,6
798,9
799,4
800,5
801,6
802,1
803,5
804,3
805,6
806,7
807,0
808,4
809,0
810,5
811,0
812,6
813,4
814,6
815,5
816,9
817,1
818,0
819,2
820,4
821,8
822,6
823,7
824,3
825,7
826,0
827,8
828,8
829,5
830,1
831,4
832,1
833,0
834,0
835,6
836,0
837,5
838,5
839,6
840,5
841,7
842,7
843,4
844,4
845,4
846,0
847,7
848,2
849,5
850,9
851,4
852,5
853,7
854,7
855,5
856,0
857,2
858,6
859,5
860,6
861,4
862,1
863,4
864,8
865,9
866,8
867,4
868,5
869,1
870,3
871,7
872,3
873,7
874,2
875,2
876,8
877,0
878,3
879,7
880,8
881,5
882,4
883,7
884,2
885,0
886,6
887,0
888,4
889,3
890,6
891,0
892,4
893,6
894,1
895,4
896,5
897,8
898,2
899,5
900,7
901,7
902,7
903,4
904,8
905,1
906,6
907,1
908,4
909,1
910,4
911,2
912,7
913,4
914,4
915,6
916,8
917,8
918,5
919,6
920,8
921,2
922,0
923,7
924,7
925,4
926,7
927,8
928,6
929,6
930,4
931,7
932,6
933,5
934,3
935,4
936,8
937,0
938,9
939,0
940,0
941,4
942,6
943,3
944,9
945,7
946,6
947,3
948,3
949,6
950,6
951,4
952,2
953,4
954,9
955,9
956,1
957,6
958,2
959,6
960,5
961,8
962,8
963,4
964,7
965,7
966,4
967,4
968,5
969,0
970,4
971,1
972,1
973,4
974,7
975,4
976,6
977,2
978,1
979,3
980,0
981,0
982,0
983,4
984,2
985,1
986,7
987,2
988,2
989,0
990,4
991,6
992,2
993,6
994,9
995,3
996,5
997,7
998,8
999,0
1000,3
1001,5
1002,4
1003,6
1004,1
1005,9
1006,5
1007,4
1008,3
1009,8
1010,4
1011,6
1012,4
1013,4
1014,4
1015,3
1016,3
1017,8
1018,3
1019,7
1020,8
1021,3
1022,4
1023,7
1024,6
1025,4
1026,5
1027,1
1028,7
1029,4
1030,0
1031,8
1032,2
1033,5
1034,8
1035,6
1036,0
1037,8
1038,7
1039,6
1040,8
1041,4
1042,7
1043,2
1044,3
1045,4
1046,6
1047,6
1048,4
1049,7
1050,7
1051,0
1052,4
1053,6
1054,8
1055,6
1056,7
1057,0
1058,7
1059,8
1060,9
1061,4
1062,0
1063,6
1064,4
1065,4
1066,4
1067,8
1068,7
1069,0
1070,6
1071,0
1072,2
1073,1
1074,1
1075,4
1076,5
1077,5
1078,5
1079,7
1080,3
1081,4
1082,1
1083,0
1084,9
1085,2
1086,8
1087,1
1088,2
1089,1
1090,1
1091,7
1092,6
1093,8
1094,8
1095,8
1096,8
1097,6
1098,0
1099,9
1100,7
1101,4
1102,3
1103,7
1104,8
1105,5
1106,3
1107,4
1108,5
1109,4
1110,8
1111,6
1112,2
1113,0
1114,3
1115,2
1116,8
1117,8
1118,2
1119,0
1120,4
1121,5
1122,7
1123,8
1124,2
1125,7
1126,5
1127,8
1128,3
1129,1
1130,0
1131,0
1132,6
1133,0
1134,0
1135,5
1136,4
1137,3
1138,4
1139,5
1140,4
1141,7
1142,1
1143,9
1144,4
1145,8
1146,3
1147,1
1148,0
1149,6
1150,2
1151,9
1152,5
1153,7
1154,8
1155,4
1156,5
1157,7
1158,4
1159,8
1160,5
1161,7
1162,6
1163,8
1164,5
1165,9
1166,2
1167,4
1168,7
1169,7
1170,7
1171,3
1172,0
1173,2
1174,8
1175,5
1176,2
1177,2
1178,6
1179,0
1180,0
1181,8
1182,1
1183,9
1184,4
1185,4
1186,8
1187,7
1188,0
1189,2
1190,6
1191,1
1192,0
1193,6
1194,7
1195,7
1196,5
1197,4
1198,7
1199,1
1200,0
1201,1
1202,5
1203,4
1204,3
1205,3
1206,1
1207,3
1208,6
1209,5
1210,7
1211,7
1212,2
1213,2
1214,6
1215,5
1216,6
1217,5
1218,5
1219,7
1220,0
1221,0
1222,9
1223,3
1224,4
1225,1
1226,4
1227,9
1228,2
1229,6
1230,0
1231,0
1232,2
1233,1
1234,4
1235,0
1236,3
1237,7
1238,5
1239,7
1240,7
1241,1
1242,6
1243,7
1244,2
1245,5
1246,3
1247,3
1248,5
1249,7
1250,0
1251,2
1252,8
1253,8
1254,3
1255,3
1256,0
1257,5
1258,4
1259,1
1260,8
1261,8
1262,0
1263,6
1264,4
1265,7
1266,1
1267,2
1268,4
1269,8
1270,0
1271,5
1272,1
1273,4
1274,5
1275,1
1276,7
1277,0
1278,1
1279,7
1280,4
1281,4
1282,8
1283,0
1284,8
1285,1
1286,7
1287,3
1288,1
1289,1
1290,5
1291,5
1292,5
1293,4
1294,7
1295,4
1296,3
1297,8
1298,8
1299,1
1300,2
1301,8
1302,5
1303,4
1304,4
1305,4
1306,6
1307,7
1308,8
1309,5
1310,9
1311,0
1312,6
1313,4
1314,3
1315,4
1316,3
1317,9
1318,7
1319,0
1320,6
1321,2
1322,5
1323,9
1324,3
1325,2
1326,8
1327,5
1328,5
1329,7
1330,8
1331,0
1332,7
1333,2
1334,3
1335,9
1336,0
1337,2
1338,0
1339,6
1340,9
1341,0
1342,2
1343,4
1344,2
1345,5
1346,4
1347,3
1348,7
1349,8
1350,4
1351,5
1352,3
1353,3
1354,0
1355,2
1356,8
1357,2
1358,8
1359,5
1360,0
1361,6
1362,6
1363,6
1364,5
1365,7
1366,4
1367,0
1368,5
1369,9
1370,7
1371,6
1372,7
1373,5
1374,8
1375,3
1376,0
1377,6
1378,2
1379,5
1380,0
1381,7
1382,1
1383,0
1384,2
1385,3
1386,7
1387,4
1388,0
1389,7
1390,5
1391,2
1392,4
1393,8
1394,1
1395,4
1396,0
1397,0
1398,6
1399,1
1400,0
1401,2
1402,8
1403,4
1404,2
1405,0
1406,6
1407,0
1408,7
1409,6
1410,5
1411,6
1412,5
1413,1
1414,7
1415,4
1416,4
1417,6
1418,5
1419,5
1420,4
1421,2
1422,3
1423,1
1424,4
1425,9
1426,6
1427,3
1428,3
1429,9
1430,6
1431,0
1432,7
1433,9
1434,4
1435,3
1436,6
1437,1
1438,0
1439,2
1440,5
1441,9
1442,2
1443,7
1444,6
1445,0
1446,4
1447,3
1448,5
1449,3
1450,2
1451,0
1452,2
1453,4
1454,7
1455,4
1456,3
1457,0
1458,9
1459,0
1460,4
1461,1
1462,3
1463,1
1464,4
1465,0
1466,9
1467,0
1468,3
1469,4
1470,6
1471,5
1472,4
1473,6
1474,3
1475,4
1476,8
1477,6
1478,0
1479,3
1480,7
1481,9
1482,0
1483,2
1484,5
1485,2
1486,2
1487,4
1488,3
1489,2
1490,0
1491,7
1492,7
1493,4
1494,7
1495,7
1496,9
1497,5
1498,8
1499,2
1500,3
1501,3
1502,8
1503,6
1504,4
1505,5
1506,3
1507,6
1508,1
1509,3
1510,2
1511,2
1512,3
1513,6
1514,5
1515,7
1516,6
1517,5
1518,7
1519,7
1520,2
1521,7
1522,8
1523,5
1524,5
1525,7
1526,8
1527,0
1528,1
1529,8
1530,5
1531,0
1532,3
1533,8
1534,5
1535,6
1536,8
1537,0
1538,7
1539,4
1540,8
1541,9
1542,3
1543,0
1544,9
1545,4
1546,1
1547,0
1548,2
1549,5
1550,9
1551,2
1552,5
1553,5
1554,4
1555,2
1556,8
1557,9
1558,5
1559,8
1560,4
1561,8
1562,9
1563,0
1564,3
1565,1
1566,4
1567,5
1568,0
1569,1
1570,4
1571,2
1572,5
1573,1
1574,2
1575,9
1576,8
1577,3
1578,6
1579,0
1580,2
1581,0
1582,4
1583,1
1584,6
1585,0
1586,2
1587,2
1588,7
1589,1
1590,8
1591,6
1592,6
1593,6
1594,4
1595,7
1596,4
1597,5
1598,2
1599,5
1600,7
1601,4
1602,3
1603,6
1604,5
1605,8
1606,6
1607,6
1608,2
1609,7
1610,0
1611,6
1612,0
1613,1
1614,2
1615,3
1616,9
1617,7
1618,0
1619,4
1620,5
1621,2
1622,5
1623,4
1624,5
1625,2
1626,5
1627,1
1628,3
1629,8
1630,8
1631,1
1632,0
1633,6
1634,3
1635,5
1636,8
1637,6
1638,7
1639,0
1640,8
1641,9
1642,6
1643,3
1644,5
1645,9
1646,7
1647,6
1648,9
1649,0
1650,6
1651,4
1652,7
1653,7
1654,0
1655,0
1656,7
1657,2
1658,4
1659,8
1660,6
1661,6
1662,6
1663,7
1664,1
1665,4
1666,2
1667,0
1668,7
1669,1
1670,5
1671,3
1672,5
1673,1
1674,4
1675,0
1676,5
1677,4
1678,7
1679,4
1680,8
1681,7
1682,4
1683,9
1684,8
1685,4
1686,8
1687,6
1688,5
1689,6
1690,0
1691,7
1692,7
1693,8
1694,8
1695,0
1696,2
1697,3
1698,4
1699,9
1700,4
1701,8
1702,0
1703,6
1704,1
1705,2
1706,3
1707,4
1708,5
1709,1
1710,0
1711,3
1712,8
1713,5
1714,7
1715,4
1716,6
1717,7
1718,2
1719,4
1720,1
1721,8
1722,3
1723,0
1724,1
1725,4
1726,4
1727,5
1728,4
1729,1
1730,6
1731,4
1732,7
1733,6
1734,0
1735,0
1736,8
1737,6
1738,7
1739,0
1740,8
1741,5
1742,4
1743,5
1744,2
1745,8
1746,0
1747,2
1748,3
1749,9
1750,2
1751,1
1752,2
1753,4
1754,3
1755,0
1756,1
1757,4
1758,1
1759,2
1760,7
1761,6
1762,7
1763,9
1764,5
1765,3
1766,3
1767,3
1768,5
1769,3
1770,2
1771,8
1772,6
1773,2
1774,0
1775,8
1776,0
1777,4
1778,2
1779,9
1780,6
1781,4
1782,2
1783,0
1784,2
1785,3
1786,9
1787,5
1788,5
1789,3
1790,9
1791,4
1792,7
1793,7
1794,7
1795,4
1796,7
1797,7
1798,4
1799,3
1800,4
1801,1
1802,2
1803,9
1804,5
1805,6
1806,8
1807,5
1808,8
1809,3
1810,3
1811,5
1812,6
1813,7
1814,0
1815,6
1816,4
1817,6
1818,3
1819,8
1820,3
1821,6
1822,7
1823,4
1824,4
1825,8
1826,9
1827,9
1828,0
1829,2
1830,2
1831,7
1832,7
1833,4
1834,1
1835,0
1836,3
1837,2
1838,1
1839,9
1840,0
1841,4
1842,5
1843,2
1844,3
1845,6
1846,5
1847,1
1848,8
1849,4
1850,5
1851,9
1852,5
1853,1
1854,4
1855,5
1856,6
1857,6
1858,0
1859,6
1860,5
1861,1
1862,9
1863,1
1864,2
1865,7
1866,5
1867,3
1868,3
1869,0
1870,2
1871,4
1872,9
1873,6
1874,3
1875,7
1876,3
1877,2
1878,4
1879,8
1880,9
1881,5
1882,0
1883,7
1884,7
1885,6
1886,4
1887,6
1888,8
1889,2
1890,3
1891,1
1892,7
1893,1
1894,1
1895,4
1896,6
1897,3
1898,2
1899,8
1900,6
1901,3
1902,8
1903,9
1904,0
1905,2
1906,1
1907,2
1908,2
1909,6
1910,4
1911,0
1912,0
1913,7
1914,4
1915,5
1916,3
1917,6
1918,9
1919,2
1920,8
1921,7
1922,1
1923,6
1924,3
1925,6
1926,7
1927,0
1928,1
1929,2
1930,7
1931,6
1932,1
1933,8
1934,6
1935,4
1936,8
1937,3
1938,6
1939,2
1940,4
1941,2
1942,2
1943,2
1944,9
1945,4
1946,0
1947,2
1948,2
1949,5
1950,1
1951,2
1952,4
1953,2
1954,0
1955,4
1956,0
1957,6
1958,2
1959,4
1960,4
1961,7
1962,2
1963,2
1964,4
1965,4
1966,2
1967,0
1968,4
1969,5
1970,2
1971,8
1972,4
1973,6
1974,6
1975,2
1976,2
1977,2
1978,2
1979,5
1980,4
1981,0
1982,3
1983,4
1984,2
1985,0
1986,9
1987,2
1988,0
1989,7
1990,8
1991,7
1992,2
1993,3
1994,2
1995,7
1996,1
1997,3
1998,4
1999,4
2000,2
2001,4
2002,1
2003,3
2004,2
2005,2
2006,6
2007,5
2008,0
2009,0
2010,4
2011,0
2012,4
2013,0
2014,4
2015,8
2016,6
2017,4
2018,6
2019,6
2020,8
2021,5
2022,2
2023,2
2024,5
2025,2
2026,4
2027,6
2028,9
2029,3
2030,4
2031,2
2032,2
2033,1
2034,5
2035,3
2036,2
2037,2
2038,8
2039,6
2040,4
2041,4
2042,6
2043,2
2044,9
2045,5
2046,8
2047,5
2048,7
2049,9
2050,4
2051,2
2052,2
2053,3
2054,0
2055,7
2056,6
2057,7
2058,4
2059,7
2060,4
2061,7
2062,5
2063,5
2064,2
2065,7
2066,2
2067,7
2068,3
2069,4
2070,5
2071,6
2072,2
2073,3
2074,5
2075,4
2076,9
2077,4
2078,1
2079,3
2080,6
2081,9
2082,2
2083,1
2084,5
2085,8
2086,4
2087,5
2088,0
2089,9
2090,4
2091,6
2092,4
2093,1
2094,4
2095,4
2096,6
2097,8
2098,9
2099,3
2100,4
2101,1
2102,4
2103,8
2104,0
2105,6
2106,6
2107,0
2108,6
2109,3
2110,8
2111,9
2112,3
2113,1
2114,2
2115,5
2116,8
2117,7
2118,4
2119,1
2120,2
2121,5
2122,3
2123,4
2124,6
2125,4
2126,7
2127,0
2128,1
2129,9
2130,3
2131,0
2132,8
2133,5
2134,5
2135,0
2136,8
2137,3
2138,4
2139,5
2140,8
2141,0
2142,6
2143,2
2144,0
2145,5
2146,4
2147,9
2148,6
2149,3
2150,2
2151,6
2152,7
2153,8
2154,4
2155,1
2156,3
2157,7
2158,1
2159,5
2160,8
2161,7
2162,4
2163,5
2164,4
2165,5
2166,4
2167,1
2168,7
2169,5
2170,1
2171,9
2172,8
2173,8
2174,0
2175,3
2176,4
2177,3
2178,2
2179,7
2180,6
2181,9
2182,0
2183,6
2184,8
2185,0
2186,6
2187,6
2188,7
2189,1
2190,6
2191,0
2192,9
2193,5
2194,6
2195,7
2196,0
2197,6
2198,5
2199,2
2200,3
2201,8
2202,4
2203,1
2204,3
2205,6
2206,8
2207,4
2208,9
2209,1
2210,9
2211,5
2212,7
2213,2
2214,0
2215,3
2216,0
2217,7
2218,3
2219,7
2220,7
2221,7
2222,0
2223,6
2224,4
2225,0
2226,4
2227,7
2228,6
2229,6
2230,6
2231,5
2232,0
2233,2
2234,7
2235,0
2236,8
2237,4
2238,8
2239,0
2240,6
2241,0
2242,1
2243,1
2244,5
2245,4
2246,8
2247,8
2248,5
2249,0
2250,2
2251,2
2252,3
2253,5
2254,4
2255,5
2256,6
2257,4
2258,3
2259,0
2260,4
2261,6
2262,0
2263,2
2264,4
2265,5
2266,6
2267,3
2268,8
2269,2
2270,8
2271,5
2272,4
2273,0
2274,5
2275,4
2276,1
2277,6
2278,4
2279,4
2280,7
2281,6
2282,4
2283,9
2284,6
2285,1
2286,8
2287,3
2288,0
2289,8
2290,1
2291,7
2292,8
2293,4
2294,7
2295,8
2296,7
2297,4
2298,7
2299,2
2300,4
2301,4
2302,7
2303,2
2304,3
2305,3
2306,2
2307,2
2308,8
2309,7
2310,4
2311,2
2312,3
2313,8
2314,2
2315,8
2316,6
2317,5
2318,5
2319,3
2320,3
2321,7
2322,2
2323,4
2324,4
2325,6
2326,2
2327,1
2328,7
2329,0
2330,1
2331,4
2332,4
2333,6
2334,0
2335,2
2336,9
2337,7
2338,9
2339,7
2340,7
2341,4
2342,4
2343,2
2344,4
2345,4
2346,1
2347,8
2348,2
2349,7
2350,7
2351,3
2352,8
2353,1
2354,2
2355,0
2356,4
2357,3
2358,4
2359,4
2360,3
2361,3
2362,9
2363,0
2364,2
2365,5
2366,0
2367,4
2368,9
2369,1
2370,8
2371,3
2372,6
2373,4
2374,4
2375,6
2376,0
2377,7
2378,0
2379,4
2380,6
2381,5
2382,7
2383,8
2384,8
2385,5
2386,3
2387,5
2388,2
2389,6
2390,7
2391,3
2392,4
2393,5
2394,8
2395,8
2396,7
2397,4
2398,7
2399,7
2400,5
2401,3
2402,4
2403,1
2404,5
2405,4
2406,1
2407,2
2408,1
2409,9
2410,0
2411,1
2412,4
2413,6
2414,9
2415,2
2416,4
2417,7
2418,3
2419,3
2420,5
2421,3
2422,3
2423,7
2424,0
2425,8
2426,9
2427,1
2428,0
2429,4
2430,6
2431,6
2432,0
2433,0
2434,0
2435,5
2436,4
2437,8
2438,0
2439,0
2440,3
2441,0
2442,3
2443,1
2444,6
2445,8
2446,3
2447,9
2448,1
2449,9
2450,3
2451,2
2452,2
2453,3
2454,4
2455,2
2456,1
2457,4
2458,7
2459,5
2460,0
2461,8
2462,7
2463,4
2464,2
2465,7
2466,5
2467,4
2468,4
2469,2
2470,6
2471,4
2472,0
2473,5
2474,9
2475,4
2476,9
2477,6
2478,4
2479,3
2480,8
2481,6
2482,8
2483,7
2484,6
2485,1
2486,9
2487,6
2488,7
2489,6
2490,5
2491,4
2492,4
2493,3
2494,6
2495,0
2496,8
2497,1
2498,7
2499,4
2500,7
2501,6
2502,5
2503,8
2504,5
2505,7
2506,3
2507,5
2508,6
2509,1
2510,5
2511,4
2512,8
2513,0
2514,3
2515,4
2516,5
2517,4
2518,3
2519,7
2520,0
2521,4
2522,2
2523,8
2524,2
2525,5
2526,5
2527,7
2528,4
2529,7
2530,3
2531,7
2532,2
2533,7
2534,9
2535,4
2536,5
2537,7
2538,3
2539,6
2540,4
2541,6
2542,4
2543,2
2544,4
2545,2
2546,4
2547,7
2548,2
2549,4
2550,6
2551,6
2552,6
2553,7
2554,2
2555,0
2556,9
2557,2
2558,6
2559,6
2560,4
2561,0
2562,7
2563,3
2564,6
2565,0
2566,4
2567,0
2568,0
2569,9
2570,8
2571,6
2572,1
2573,2
2574,7
2575,9
2576,9
2577,3
2578,8
2579,4
2580,5
2581,5
2582,9
2583,6
2584,3
2585,4
2586,6
2587,0
2588,5
2589,2
2590,9
2591,7
2592,8
2593,6
2594,9
2595,3
2596,4
2597,4
2598,4
2599,7
2600,2
2601,2
2602,6
2603,7
2604,5
2605,6
2606,8
2607,0
2608,6
2609,6
2610,4
2611,8
2612,2
2613,2
2614,1
2615,9
2616,7
2617,7
2618,3
2619,5
2620,2
2621,0
2622,5
2623,4
2624,5
2625,2
2626,5
2627,4
2628,7
2629,0
2630,6
2631,3
2632,4
2633,2
2634,4
2635,4
2636,7
2637,5
2638,6
2639,2
2640,8
2641,7
2642,2
2643,6
2644,2
2645,0
2646,5
2647,5
2648,4
2649,1
2650,8
2651,4
2652,4
2653,0
2654,0
2655,1
2656,4
2657,3
2658,4
2659,4
2660,9
2661,7
2662,2
2663,7
2664,4
2665,8
2666,1
2667,7
2668,2
2669,9
2670,7
2671,3
2672,2
2673,4
2674,4
2675,6
2676,8
2677,3
2678,9
2679,1
2680,3
2681,2
2682,8
2683,7
2684,6
2685,7
2686,5
2687,2
2688,7
2689,4
2690,5
2691,6
2692,6
2693,8
2694,4
2695,1
2696,5
2697,1
2698,0
2699,7
2700,0
2701,9
2702,3
2703,9
2704,4
2705,5
2706,0
2707,8
2708,6
2709,4
2710,8
2711,1
2712,9
2713,8
2714,6
2715,3
2716,9
2717,5
2718,4
2719,1
2720,5
2721,2
2722,3
2723,1
2724,4
2725,4
2726,3
2727,7
2728,5
2729,6
2730,4
2731,0
2732,0
2733,4
2734,5
2735,3
2736,2
2737,6
2738,7
2739,4
2740,6
2741,4
2742,5
2743,2
2744,1
2745,2
2746,6
2747,5
2748,7
2749,3
2750,5
2751,6
2752,8
2753,4
2754,2
2755,2
2756,0
2757,8
2758,2
2759,0
2760,2
2761,2
2762,8
2763,1
2764,7
2765,6
2766,5
2767,0
2768,7
2769,9
2770,0
2771,8
2772,2
2773,3
2774,4
2775,5
2776,6
2777,4
2778,8
2779,9
2780,1
2781,4
2782,4
2783,7
2784,7
2785,4
2786,1
2787,8
2788,5
2789,7
2790,3
2791,5
2792,7
2793,4
2794,9
2795,0
2796,5
2797,4
2798,9
2799,7
2800,6
2801,6
2802,2
2803,9
2804,4
2805,5
2806,5
2807,8
2808,2
2809,4
2810,5
2811,3
2812,3
2813,6
2814,6
2815,3
2816,7
2817,9
2818,6
2819,4
2820,3
2821,2
2822,6
2823,1
2824,3
2825,2
2826,9
2827,6
2828,7
2829,0
2830,7
2831,2
2832,5
2833,0
2834,8
2835,2
2836,7
2837,7
2838,7
2839,2
2840,4
2841,4
2842,4
2843,1
2844,7
2845,7
2846,2
2847,6
2848,6
2849,6
2850,0
2851,4
2852,4
2853,8
2854,6
2855,2
2856,3
2857,4
2858,1
2859,6
2860,6
2861,8
2862,1
2863,0
2864,7
2865,4
2866,8
2867,0
2868,1
2869,1
2870,4
2871,6
2872,5
2873,4
2874,7
2875,5
2876,8
2877,9
2878,8
2879,0
2880,7
2881,8
2882,2
2883,0
2884,8
2885,8
2886,4
2887,0
2888,4
2889,5
2890,9
2891,3
2892,2
2893,4
2894,2
2895,8
2896,1
2897,7
2898,0
2899,7
2900,0
2901,4
2902,0
2903,3
2904,2
2905,7
2906,8
2907,6
2908,4
2909,8
2910,1
2911,0
2912,8
2913,5
2914,5
2915,6
2916,7
2917,1
2918,7
2919,7
2920,3
2921,0
2922,3
2923,3
2924,5
2925,3
2926,8
2927,5
2928,5
2929,0
2930,3
2931,9
2932,4
2933,4
2934,6
2935,5
2936,4
2937,5
2938,0
2939,4
2940,4
2941,5
2942,3
2943,2
2944,6
2945,5
2946,1
2947,3
2948,2
2949,2
2950,5
2951,4
2952,2
2953,0
2954,4
2955,2
2956,2
2957,5
2958,7
2959,8
2960,9
2961,5
2962,8
2963,6
2964,0
2965,3
2966,0
2967,0
2968,7
2969,8
2970,6
2971,4
2972,2
2973,9
2974,7
2975,6
2976,6
2977,1
2978,5
2979,2
2980,9
2981,9
2982,8
2983,6
2984,1
2985,4
2986,5
2987,6
2988,4
2989,5
2990,0
2991,2
2992,3
2993,1
2994,4
2995,8
2996,6
2997,8
